"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it","link_wappen"
3296,37.7,37.7,62.3,"Sargans (SG)","A Sargans, l'Iniziativa sulla neutralità è stata respinta con il 62,3 per cento. Sia Sargans che il cantone San Gallo hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a1/CHE_Sargans_COA.svg/500px-CHE_Sargans_COA.svg.png"
3297,55.7,55.7,44.3,"Vilters-Wangs (SG)","Sì all'Iniziativa sulla neutralità a Vilters-Wangs: 55,7 per cento. Vilters-Wangs dice sì all'Iniziativa sulla neutralità, il cantone San Gallo dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fe/ViltersWangs-blazon.svg/250px-ViltersWangs-blazon.svg.png"
3298,52,52,48,"Walenstadt (SG)","A Walenstadt l'Iniziativa sulla neutralità è stata approvata con il 52 per cento. Walenstadt dice sì all'Iniziativa sulla neutralità, il cantone San Gallo dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a1/CHE_Walenstadt_COA.svg/960px-CHE_Walenstadt_COA.svg.png"
3311,22.5,22.5,77.5,"Amden (SG)","A Amden l'Iniziativa sulla neutralità non ottiene la maggioranza: 77,5 per cento di no. Sia Amden che il cantone San Gallo hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f5/Amden-blazon.svg/250px-Amden-blazon.svg.png"
3312,57,57,43,"Benken (SG)","La popolazione di Benken SG approva l'Iniziativa sulla neutralità con il 57 per cento. Benken SG dice sì all'Iniziativa sulla neutralità, il cantone San Gallo dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e7/Benken_SG-blazon.svg/250px-Benken_SG-blazon.svg.png"
3313,21.4,21.4,78.6,"Kaltbrunn (SG)","La popolazione di Kaltbrunn respinge l'Iniziativa sulla neutralità con il 78,6 per cento. Sia Kaltbrunn che il cantone San Gallo hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/13/Kaltbrunn-blazon.svg/250px-Kaltbrunn-blazon.svg.png"
3315,50,50,50,"Schänis (SG)","A Schänis, l'Iniziativa sulla neutralità è approvata con il 50 per cento. Schänis dice sì all'Iniziativa sulla neutralità, il cantone San Gallo dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f5/Sch%C3%A4nis-blazon.svg/250px-Sch%C3%A4nis-blazon.svg.png"
3316,95.5,95.5,4.5,"Weesen (SG)","A Weesen l'Iniziativa sulla neutralità è stata approvata con il 95,5 per cento. Weesen dice sì all'Iniziativa sulla neutralità, il cantone San Gallo dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/51/Wappen_Weesen.svg/500px-Wappen_Weesen.svg.png"
3338,55.3,55.3,44.7,"Schmerikon (SG)","A Schmerikon, l'Iniziativa sulla neutralità è stata approvata con il 55,3 per cento. Schmerikon dice sì all'Iniziativa sulla neutralità, il cantone San Gallo dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/31/Wappen_Schmerikon.svg/500px-Wappen_Schmerikon.svg.png"
3339,67.8,67.8,32.2,"Uznach (SG)","Sì all'Iniziativa sulla neutralità a Uznach con il 67,8 per cento. Uznach dice sì all'Iniziativa sulla neutralità, il cantone San Gallo dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f1/CHE_Uznach_COA.svg/960px-CHE_Uznach_COA.svg.png"
3340,26.7,26.7,73.3,"Rapperswil-Jona (SG)","A Rapperswil-Jona, l'Iniziativa sulla neutralità è stata respinta con il 73,3 per cento. Sia Rapperswil-Jona che il cantone San Gallo hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ee/Rapperswil-Jona_CoA.svg/500px-Rapperswil-Jona_CoA.svg.png"
3341,42.4,42.4,57.6,"Gommiswald (SG)","A Gommiswald, l'Iniziativa sulla neutralità è stata respinta con il 57,6 per cento. Sia Gommiswald che il cantone San Gallo hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3f/CHE_Gommiswald_COA.svg/250px-CHE_Gommiswald_COA.svg.png"
3342,50.1,50.1,49.9,"Eschenbach (SG)","A Eschenbach SG l'Iniziativa sulla neutralità è stata approvata con il 50,1 per cento. Eschenbach SG dice sì all'Iniziativa sulla neutralità, il cantone San Gallo dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/02/CHE_Eschenbach_SG_COA.svg/250px-CHE_Eschenbach_SG_COA.svg.png"
3352,65.7,65.7,34.3,"Ebnat-Kappel (SG)","Sì all'Iniziativa sulla neutralità a Ebnat-Kappel con il 65,7 per cento. Ebnat-Kappel dice sì all'Iniziativa sulla neutralità, il cantone San Gallo dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/24/EbnatKappel-blazon.svg/250px-EbnatKappel-blazon.svg.png"
3359,65.6,65.6,34.4,"Wildhaus-Alt St. Johann (SG)","La popolazione di Wildhaus-Alt St. Johann approva l'Iniziativa sulla neutralità con il 65,6 per cento. Wildhaus-Alt St. Johann dice sì all'Iniziativa sulla neutralità, il cantone San Gallo dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dd/CHE_Wildhaus-Alt_St._Johann_COA.svg/250px-CHE_Wildhaus-Alt_St._Johann_COA.svg.png"
3360,49.2,49.2,50.8,"Nesslau (SG)","Con il 50,8 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Nesslau. Sia Nesslau che il cantone San Gallo hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/49/Nesslau-blazon.svg/250px-Nesslau-blazon.svg.png"
3374,74.4,74.4,25.6,"Lichtensteig (SG)","A Lichtensteig, l'Iniziativa sulla neutralità è stata approvata con il 74,4 per cento. Lichtensteig dice sì all'Iniziativa sulla neutralità, il cantone San Gallo dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/23/Wappen_Lichtensteig.svg/250px-Wappen_Lichtensteig.svg.png"
3379,26.1,26.1,73.9,"Wattwil (SG)","La popolazione di Wattwil respinge l'Iniziativa sulla neutralità con il 73,9 per cento. Sia Wattwil che il cantone San Gallo hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8f/CHE_Wattwil_COA.svg/960px-CHE_Wattwil_COA.svg.png"
3392,65.9,65.9,34.1,"Kirchberg (SG)","Sì all'Iniziativa sulla neutralità a Kirchberg SG: 65,9 per cento. Kirchberg SG dice sì all'Iniziativa sulla neutralità, il cantone San Gallo dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/00/Kirchberg_SG-blazon.svg/250px-Kirchberg_SG-blazon.svg.png"
3393,43.2,43.2,56.8,"Lütisburg (SG)","La popolazione di Lütisburg respinge l'Iniziativa sulla neutralità con il 56,8 per cento. Sia Lütisburg che il cantone San Gallo hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bd/Wappen_L%C3%BCtisburg.svg/960px-Wappen_L%C3%BCtisburg.svg.png"
3394,54.7,54.7,45.3,"Mosnang (SG)","Sì all'Iniziativa sulla neutralità a Mosnang con il 54,7 per cento. Mosnang dice sì all'Iniziativa sulla neutralità, il cantone San Gallo dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/45/Mosnang-blazon.svg/250px-Mosnang-blazon.svg.png"
3395,45.6,45.6,54.4,"Bütschwil-Ganterschwil (SG)","Con il 54,4 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Bütschwil-Ganterschwil. Sia Bütschwil-Ganterschwil che il cantone San Gallo hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fc/CHE_B%C3%BCtschwil-Ganterschwil_COA.svg/250px-CHE_B%C3%BCtschwil-Ganterschwil_COA.svg.png"
3396,69.3,69.3,30.7,"Neckertal (SG)","A Neckertal, l'Iniziativa sulla neutralità è stata approvata con il 69,3 per cento. Neckertal dice sì all'Iniziativa sulla neutralità, il cantone San Gallo dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/41/CHE_Neckertal_COA.svg/960px-CHE_Neckertal_COA.svg.png"
3401,30.3,30.3,69.7,"Degersheim (SG)","A Degersheim l'Iniziativa sulla neutralità è stata respinta con il 69,7 per cento. Sia Degersheim che il cantone San Gallo hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a3/CHE_Degersheim_COA.svg/500px-CHE_Degersheim_COA.svg.png"
3402,36.1,36.1,63.9,"Flawil (SG)","Con il 63,9 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Flawil. Sia Flawil che il cantone San Gallo hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/61/Wappen_Flawil.svg/960px-Wappen_Flawil.svg.png"
3405,92.3,92.3,7.7,"Jonschwil (SG)","Sì all'Iniziativa sulla neutralità a Jonschwil con il 92,3 per cento. Jonschwil dice sì all'Iniziativa sulla neutralità, il cantone San Gallo dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c7/Jonschwil-blazon.svg/250px-Jonschwil-blazon.svg.png"
3407,25.5,25.5,74.5,"Oberuzwil (SG)","Con il 74,5 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Oberuzwil. Sia Oberuzwil che il cantone San Gallo hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e9/Oberuzwil-coat_of_arms.svg/250px-Oberuzwil-coat_of_arms.svg.png"
3408,99.9,99.9,0.1,"Uzwil (SG)","A Uzwil, il sì all'Iniziativa sulla neutralità raggiunge il 99,9 per cento, il valore più alto che in qualsiasi altro comune svizzero. Nel cantone di San Gallo, Uzwil ha ottenuto il più alto tasso di sì per l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0f/CHE_Uzwil_COA.svg/960px-CHE_Uzwil_COA.svg.png"
3422,20.1,20.1,79.9,"Niederbüren (SG)","A Niederbüren l'Iniziativa sulla neutralità non ottiene la maggioranza: 79,9 per cento di no. Sia Niederbüren che il cantone San Gallo hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7f/Niederb%C3%BCren-blazon.svg/250px-Niederb%C3%BCren-blazon.svg.png"
3423,54.6,54.6,45.4,"Niederhelfenschwil (SG)","A Niederhelfenschwil l'Iniziativa sulla neutralità è stata approvata con il 54,6 per cento. Niederhelfenschwil dice sì all'Iniziativa sulla neutralità, il cantone San Gallo dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9a/Niederhelfenschwil-blazon.svg/250px-Niederhelfenschwil-blazon.svg.png"
3424,53.8,53.8,46.2,"Oberbüren (SG)","Sì all'Iniziativa sulla neutralità a Oberbüren: 53,8 per cento. Oberbüren dice sì all'Iniziativa sulla neutralità, il cantone San Gallo dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6d/Oberb%C3%BCren-blazon.svg/250px-Oberb%C3%BCren-blazon.svg.png"
3426,38.8,38.8,61.2,"Zuzwil (SG)","Con il 61,2 per cento dei voti, Zuzwil SG ha respinto l'Iniziativa sulla neutralità. Sia Zuzwil SG che il cantone San Gallo hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8f/Zuzwil_SG-blazon.svg/250px-Zuzwil_SG-blazon.svg.png"
3427,45,45,55,"Wil (SG)","La popolazione di Wil SG respinge l'Iniziativa sulla neutralità con il 55 per cento. Sia Wil SG che il cantone San Gallo hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/17/CHE_Wil_SG_COA.svg/960px-CHE_Wil_SG_COA.svg.png"
3441,42,42,58,"Andwil (SG)","A Andwil SG, l'Iniziativa sulla neutralità è stata respinta con il 58 per cento. Sia Andwil SG che il cantone San Gallo hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/70/Andwil_SG-blazon.svg/250px-Andwil_SG-blazon.svg.png"
3442,24.5,24.5,75.5,"Gaiserwald (SG)","Con il 75,5 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Gaiserwald. Sia Gaiserwald che il cantone San Gallo hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6b/Gaiserwald-blazon.svg/250px-Gaiserwald-blazon.svg.png"
3443,37.3,37.3,62.7,"Gossau (SG)","Con il 62,7 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Gossau SG. Sia Gossau SG che il cantone San Gallo hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4e/Gossau_SG-blazon.svg/250px-Gossau_SG-blazon.svg.png"
3444,62.2,62.2,37.8,"Waldkirch (SG)","La popolazione di Waldkirch approva l'Iniziativa sulla neutralità con il 62,2 per cento. Waldkirch dice sì all'Iniziativa sulla neutralità, il cantone San Gallo dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9e/Waldkirch-blazon.svg/250px-Waldkirch-blazon.svg.png"
3506,50.4,50.4,49.6,"Vaz/Obervaz (GR)","A Vaz/Obervaz l'Iniziativa sulla neutralità è stata approvata con il 50,4 per cento. Vaz/Obervaz dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/25/CHE_Vaz-Obervaz_COA.svg/250px-CHE_Vaz-Obervaz_COA.svg.png"
3513,40.3,40.3,59.7,"Lantsch/Lenz (GR)","A Lantsch/Lenz l'Iniziativa sulla neutralità non ottiene la maggioranza: 59,7 per cento di no. Sia Lantsch/Lenz che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d1/CHE_Lantsch-Lenz_COA.svg/250px-CHE_Lantsch-Lenz_COA.svg.png"
3514,17.1,17.1,82.9,"Schmitten (GR)","Con il 82,9 per cento dei voti, Schmitten GR ha respinto l'Iniziativa sulla neutralità. Sia Schmitten GR che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/21/CHE_Schmitten_GR_COA.svg/250px-CHE_Schmitten_GR_COA.svg.png"
3542,66.1,66.1,33.9,"Albula/Alvra (GR)","La popolazione di Albula/Alvra approva l'Iniziativa sulla neutralità con il 66,1 per cento. Albula/Alvra dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ac/CHE_Albula-Alvra_COA.svg/250px-CHE_Albula-Alvra_COA.svg.png"
3543,59,59,41,"Surses (GR)","Sì all'Iniziativa sulla neutralità a Surses con il 59 per cento. Surses dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7e/CHE_Surses_COA.svg/250px-CHE_Surses_COA.svg.png"
3544,99.4,99.4,0.6,"Bergün Filisur (GR)","Sì all'Iniziativa sulla neutralità a Bergün Filisur con il 99,4 per cento. Nel cantone di Grigioni, Bergün Filisur ha ottenuto il più alto tasso di sì per l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/77/CHE_Berg%C3%BCn_Filisur_COA.svg/250px-CHE_Berg%C3%BCn_Filisur_COA.svg.png"
3551,18,18,82,"Brusio (GR)","A Brusio l'Iniziativa sulla neutralità è stata respinta con il 82 per cento. Sia Brusio che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d9/CHE_Brusio_COA.svg/250px-CHE_Brusio_COA.svg.png"
3561,16.2,16.2,83.8,"Poschiavo (GR)","La popolazione di Poschiavo respinge l'Iniziativa sulla neutralità con il 83,8 per cento. Sia Poschiavo che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/17/CHE_Poschiavo_COA.svg/250px-CHE_Poschiavo_COA.svg.png"
3572,48.2,48.2,51.8,"Falera (GR)","La popolazione di Falera respinge l'Iniziativa sulla neutralità con il 51,8 per cento. Sia Falera che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c0/CHE_Falera_COA.svg/250px-CHE_Falera_COA.svg.png"
3575,98.7,98.7,1.3,"Laax (GR)","A Laax, l'Iniziativa sulla neutralità è approvata con il 98,7 per cento. Laax dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d2/CHE_Laax_COA.svg/250px-CHE_Laax_COA.svg.png"
3581,1,1,99,"Sagogn (GR)","A Sagogn l'Iniziativa sulla neutralità non ottiene la maggioranza: 99 per cento di no. Sia Sagogn che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e9/CHE_Sagogn_COA.svg/250px-CHE_Sagogn_COA.svg.png"
3582,82.3,82.3,17.7,"Schluein (GR)","A Schluein, l'Iniziativa sulla neutralità è stata approvata con il 82,3 per cento. Schluein dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3a/CHE_Schluein_COA.svg/250px-CHE_Schluein_COA.svg.png"
3603,79.5,79.5,20.5,"Vals (GR)","Sì all'Iniziativa sulla neutralità a Vals con il 79,5 per cento. Vals dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/07/CHE_Vals_COA.svg/960px-CHE_Vals_COA.svg.png"
3618,61.4,61.4,38.6,"Lumnezia (GR)","La popolazione di Lumnezia approva l'Iniziativa sulla neutralità con il 61,4 per cento. Lumnezia dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9a/CHE_Lumnezia_COA.svg/250px-CHE_Lumnezia_COA.svg.png"
3619,66.4,66.4,33.6,"Ilanz/Glion (GR)","A Ilanz/Glion, l'Iniziativa sulla neutralità è approvata con il 66,4 per cento. Ilanz/Glion dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bc/CHE_Ilanz-Glion_COA.svg/250px-CHE_Ilanz-Glion_COA.svg.png"
3633,20.8,20.8,79.2,"Fürstenau (GR)","La popolazione di Fürstenau respinge l'Iniziativa sulla neutralità con il 79,2 per cento. Sia Fürstenau che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a1/CHE_F%C3%BCrstenau_COA.svg/960px-CHE_F%C3%BCrstenau_COA.svg.png"
3637,74.2,74.2,25.8,"Rothenbrunnen (GR)","A Rothenbrunnen, l'Iniziativa sulla neutralità è approvata con il 74,2 per cento. Rothenbrunnen dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/37/CHE_Rothenbrunnen_COA.svg/250px-CHE_Rothenbrunnen_COA.svg.png"
3638,73.4,73.4,26.6,"Scharans (GR)","Sì all'Iniziativa sulla neutralità a Scharans: 73,4 per cento. Scharans dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c5/CHE_Scharans_COA.svg/250px-CHE_Scharans_COA.svg.png"
3640,61.8,61.8,38.2,"Sils im Domleschg (GR)","A Sils im Domleschg, l'Iniziativa sulla neutralità è approvata con il 61,8 per cento. Sils im Domleschg dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cb/CHE_Sils_im_Domleschg_COA.svg/250px-CHE_Sils_im_Domleschg_COA.svg.png"
3661,59.9,59.9,40.1,"Cazis (GR)","La popolazione di Cazis approva l'Iniziativa sulla neutralità con il 59,9 per cento. Cazis dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a9/CHE_Cazis_COA.svg/250px-CHE_Cazis_COA.svg.png"
3662,54.6,54.6,45.4,"Flerden (GR)","A Flerden, l'Iniziativa sulla neutralità è approvata con il 54,6 per cento. Flerden dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/42/CHE_Flerden_COA.svg/250px-CHE_Flerden_COA.svg.png"
3663,87.5,87.5,12.5,"Masein (GR)","A Masein, l'Iniziativa sulla neutralità è stata approvata con il 87,5 per cento. Masein dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/CHE_Masein_COA.svg/960px-CHE_Masein_COA.svg.png"
3668,8.7,8.7,91.3,"Thusis (GR)","A Thusis, l'Iniziativa sulla neutralità è stata respinta con il 91,3 per cento. Sia Thusis che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2b/CHE_Thusis_COA.svg/250px-CHE_Thusis_COA.svg.png"
3669,32.8,32.8,67.2,"Tschappina (GR)","A Tschappina l'Iniziativa sulla neutralità non ottiene la maggioranza: 67,2 per cento di no. Sia Tschappina che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f4/CHE_Tschappina_COA.svg/250px-CHE_Tschappina_COA.svg.png"
3670,50.7,50.7,49.3,"Urmein (GR)","Sì all'Iniziativa sulla neutralità a Urmein, con il 50,7 per cento di voti favorevoli. Urmein dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c4/CHE_Urmein_COA.svg/250px-CHE_Urmein_COA.svg.png"
3672,82.8,82.8,17.2,"Safiental (GR)","La popolazione di Safiental approva l'Iniziativa sulla neutralità con il 82,8 per cento. Safiental dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4b/CHE_Safiental_COA.svg/250px-CHE_Safiental_COA.svg.png"
3673,40.2,40.2,59.8,"Domleschg (GR)","La popolazione di Domleschg respinge l'Iniziativa sulla neutralità con il 59,8 per cento. Sia Domleschg che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a0/CHE_Domleschg_COA.svg/250px-CHE_Domleschg_COA.svg.png"
3681,33.8,33.8,66.2,"Avers (GR)","Con il 66,2 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Avers. Sia Avers che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6f/CHE_Avers_COA.svg/960px-CHE_Avers_COA.svg.png"
3695,39.9,39.9,60.1,"Sufers (GR)","Con il 60,1 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Sufers. Sia Sufers che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/54/CHE_Sufers_COA.svg/250px-CHE_Sufers_COA.svg.png"
3701,47.8,47.8,52.2,"Andeer (GR)","La popolazione di Andeer respinge l'Iniziativa sulla neutralità con il 52,2 per cento. Sia Andeer che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b2/CHE_Andeer_COA.svg/250px-CHE_Andeer_COA.svg.png"
3711,9.2,9.2,90.8,"Rongellen (GR)","La popolazione di Rongellen respinge l'Iniziativa sulla neutralità con il 90,8 per cento. Sia Rongellen che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ef/CHE_Rongellen_COA.svg/250px-CHE_Rongellen_COA.svg.png"
3712,48.1,48.1,51.9,"Zillis-Reischen (GR)","Con il 51,9 per cento dei voti, Zillis-Reischen ha respinto l'Iniziativa sulla neutralità. Sia Zillis-Reischen che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b5/CHE_Zillis-Reischen_COA.svg/250px-CHE_Zillis-Reischen_COA.svg.png"
3713,8.2,8.2,91.8,"Ferrera (GR)","A Ferrera l'Iniziativa sulla neutralità non ottiene la maggioranza: 91,8 per cento di no. Sia Ferrera che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3d/CHE_Ferrera_COA.svg/250px-CHE_Ferrera_COA.svg.png"
3714,90.7,90.7,9.3,"Rheinwald (GR)","A Rheinwald, l'Iniziativa sulla neutralità è approvata con il 90,7 per cento. Rheinwald dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ac/CHE_Rheinwald_COA.svg/250px-CHE_Rheinwald_COA.svg.png"
3715,69,69,31,"Muntogna da Schons (GR)","Sì all'Iniziativa sulla neutralità a Muntogna da Schons con il 69 per cento. Muntogna da Schons dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0a/CHE_Muntogna_da_Schons_COA.svg/250px-CHE_Muntogna_da_Schons_COA.svg.png"
3721,54.5,54.5,45.5,"Bonaduz (GR)","Sì all'Iniziativa sulla neutralità a Bonaduz con il 54,5 per cento. Bonaduz dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d5/CHE_Bonaduz_COA.svg/250px-CHE_Bonaduz_COA.svg.png"
3722,6.4,6.4,93.6,"Domat/Ems (GR)","A Domat/Ems, l'Iniziativa sulla neutralità è stata respinta con il 93,6 per cento. Sia Domat/Ems che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1f/CHE_Domat-Ems_COA.svg/250px-CHE_Domat-Ems_COA.svg.png"
3723,51.8,51.8,48.2,"Rhäzüns (GR)","A Rhäzüns, l'Iniziativa sulla neutralità è stata approvata con il 51,8 per cento. Rhäzüns dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/65/CHE_Rh%C3%A4z%C3%BCns_COA.svg/250px-CHE_Rh%C3%A4z%C3%BCns_COA.svg.png"
3731,51,51,49,"Felsberg (GR)","A Felsberg, l'Iniziativa sulla neutralità è approvata con il 51 per cento. Felsberg dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3f/CHE_Felsberg_COA.svg/250px-CHE_Felsberg_COA.svg.png"
3732,48.4,48.4,51.6,"Flims (GR)","A Flims, l'Iniziativa sulla neutralità è stata respinta con il 51,6 per cento. Sia Flims che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/92/CHE_Flims_COA.svg/250px-CHE_Flims_COA.svg.png"
